モンスタID,モンスタ名,ドロップ1,ドロップ率,ドロップ2,ドロップ率,ドロップ3,ドロップ率,ドロップ4,ドロップ率,ドロップ5,ドロップ率,ドロップ6,ドロップ率,ドロップ7,ドロップ率,ドロップ8,ドロップ率
2386,テンタクルス(3),ヨルムンガンドの花,0,冷たい氷,0,マジカルブレード [2],0,海軍士官帽 [1],0,水夫の帽子 [1],0,リンゴ,0,リンゴ,0,リンゴ,0
2387,テンタクルス(4),ヨルムンガンドの花,0,冷たい氷,0,マジカルブレード [2],0,海軍士官帽 [1],0,水夫の帽子 [1],0,リンゴ,0,リンゴ,0,リンゴ,0
2388,テンタクルス(5),ヨルムンガンドの花,0,冷たい氷,0,マジカルブレード [2],0,海軍士官帽 [1],0,水夫の帽子 [1],0,リンゴ,0,リンゴ,0,リンゴ,0
2389,テンタクルスの(1)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2390,テンタクルスの(2)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2391,テンタクルスの(3)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2392,テンタクルスの(4)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2393,テンタクルスの(5)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2394,マーマン,古代魚の唇,7500,ミスティックフローズン,1600,レモン,80,妖怪の槍,10,アクアマリン,100,リンゴ,0,リンゴ,0,半漁人カード,1
2395,セイレーン,人魚の心臓,8000,背びれ,2200,ミスティックフローズン,40,カイザーナックル,2,しおれないバラ,50,リンゴ,0,リンゴ,0,オボンヌカード,1
2396,ポセイドン,やわらかな毛,8800,トゲがついているエラ,2900,ミスティックフローズン,1600,包丁,3,幻想の花,5,リンゴ,0,リンゴ,0,ストラウフカード,1
2397,クラーケンベイビー,墨汁,8300,触手,1600,ミスティックフローズン,1400,トマホーク,10,慧眼,5,リンゴ,0,リンゴ,0,マルスカード,1
2415,セイレン=ウィンザー(二次職),囚人の腕輪,0,研究記録,0,メイル,0,クレイモア,0,村正,0,メイル [1],0,クロムメタルツーハンドソード,0,リンゴ,0
2416,エレメス=ガイル(二次職),囚人の腕輪,0,研究記録,0,忍者スーツ,0,裏切り者,0,チャクラム [2],0,忍者スーツ [1],0,戦慄のカタール [2],0,リンゴ,0
2417,ハワード=アルトアイゼン(二次職),囚人の腕輪,0,研究記録,0,ロングコート [1],0,ツーハンドアックス [2],0,バルディッシュ [2],0,ロードクロース [1],0,カルガメイス [2],0,リンゴ,0
2418,セシル=ディモン(二次職),囚人の腕輪,0,研究記録,0,タイツ,0,連弩 [1],0,バリスタ [1],0,タイツ [1],0,エルヴンボウ [1],0,リンゴ,0
2419,カトリーヌ=ケイロン(二次職),囚人の腕輪,0,研究記録,0,キャスティングローブ,0,サバイバルロッド(INT),0,ジェントルマンの杖 [1],0,マジックコート [1],0,ラフィネスタッフ,0,リンゴ,0
2420,マーガレッタ=ソリン(二次職),囚人の腕輪,0,研究記録,0,セイントローブ [1],0,スタナー,0,スラッシュ,0,ホーリーローブ [1],0,約束の聖書 第一巻 [1],0,リンゴ,0
2421,イグニゼム=セニア(二次職),研究記録,0,囚人の腕輪,0,プレート,0,フランベルジェ,0,ホーリーアヴェンジャー,0,プレート [1],0,クロムメタルツーハンドソード,0,リンゴ,0
2422,ヒュッケバイン=トリス(二次職),研究記録,0,囚人の腕輪,0,シーフクロース,0,ポイズンナイフ,0,バゼラルド,0,シーフクロース [1],0,ドゥルガー [1],0,リンゴ,0
2423,アルマイア=デュンゼ(二次職),研究記録,0,囚人の腕輪,0,ロングコート [1],0,オーキッシュアックス,0,クリーヴァー,0,ロードクロース [1],0,マジカルブレード [2],0,リンゴ,0
2424,カヴァク=イカルス(二次職),研究記録,0,囚人の腕輪,0,タイツ,0,ハープ [2],0,エレキギター,0,タイツ [1],0,ミスティックボウ,0,リンゴ,0
2425,ジョセフィーナ,研究記録,0,囚人の腕輪,0,タイツ,0,テイル [2],0,ラプチャーローズ,0,タイツ [1],0,ミスティックボウ,0,リンゴ,0
2426,ラウレル=ヴィンダー(二次職),研究記録,0,囚人の腕輪,0,キャスティングローブ,0,バイブル [2],0,大百科事典 [2],0,マジックコート [1],0,蛇蝎大全集 [2],0,リンゴ,0
2427,イレンド=エベシ(二次職),研究記録,0,囚人の腕輪,0,セイントローブ [1],0,クロー [1],0,カイザーナックル,0,ホーリーローブ [1],0,閃光の爪 [2],0,リンゴ,0
2428,セイレン=ウィンザー(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2429,エレメス=ガイル(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2430,ハワード=アルトアイゼン(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2431,セシル=ディモン(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2432,カトリーヌ=ケイロン(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2433,マーガレッタ=ソリン(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2434,イグニゼム=セニア(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2435,ヒュッケバイン=トリス(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2436,アルマイア=デュンゼ(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2437,カヴァク=イカルス(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2438,ジョセフィーナ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2439,ラウレル=ヴィンダー(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2440,イレンド=エベシ(二次職)(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2441,ウィッシュ=マスコット,スターダストブレイド [1],0,古い紫色の箱,0,古く青い箱,0,囚人の腕輪,0,マジカルブレード [2],0,エンジェリングスーツ [1],0,古いカード帖,0,テグリョン [2],0
2442,アーティス=マスコット,催眠術師の杖 [2],0,古い紫色の箱,0,古く青い箱,0,囚人の腕輪,0,スタッフオブディストラクション [1],0,ゴーストリングスーツ [1],0,古いカード帖,0,茨の杖 [1],0
2443,紅炎のアイラ,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2444,情熱のクルーナ,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2445,大地のマリーナ,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2446,新緑のエジェルラ,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2447,氷結のルネ,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2448,深淵のモリン,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2449,破滅のナサリン,化粧品,0,ハイヒール,0,ガラスの靴,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2450,泥棒ポリン,盗まれた明細書,0,盗まれた明細書,0,盗まれた明細書,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2451,怪しいオークベイビー,小さな木箱,0,小さな木箱,0,小さな木箱,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2464,叫喚の庭園師,古城の亡者の爪,0,古城の亡者の歯,0,べとべとする液体,0,オパール,0,凝固された魔力,0,リンゴ,0,リンゴ,0,リンゴ,0
2465,恨みのメイド,古城の亡者の爪,0,古城の亡者の歯,0,水晶鏡,0,ヴェール,0,割れた酒壺,0,凝固された魔力,0,リンゴ,0,リンゴ,0
2466,苦痛の家令,古城の亡者の爪,0,古城の亡者の歯,0,ボロボロの白い服,0,オリデオコン原石,0,骸骨の指輪,0,凝固された魔力,0,リンゴ,0,リンゴ,0
2467,マゴット,丸形の皮,0,古城の亡者の爪,0,古城の亡者の歯,0,グレイトネイチャ,0,凝固された魔力,0,リンゴ,0,リンゴ,0,リンゴ,0
2468,腐敗した兵士,ブリガン,0,古城の亡者の爪,0,古城の亡者の歯,0,プレート,0,凝固された魔力,0,エルニウム,0,リンゴ,0,リンゴ,0
2469,徘徊する弓兵,ブリガン,0,古城の亡者の爪,0,古城の亡者の歯,0,タイツ,0,凝固された魔力,0,エルニウム,0,リンゴ,0,リンゴ,0
2470,堕ちた白の騎士,馬の手綱,0,古城の亡者の爪,0,古城の亡者の歯,0,フルプレート,0,凝固された魔力,0,忠節の証,0,リンゴ,0,リンゴ,0
2471,怨念のカーリッツバーグ,古城の亡者の爪,0,古城の亡者の歯,0,レイピア [2],0,凝固された魔力,0,エルニウム,0,忠節の証,0,リンゴ,0,リンゴ,0
2472,呪われた騎士,ブリガン,0,古城の亡者の爪,0,古城の亡者の歯,0,凝固された魔力,0,ブロードソード [1],0,ツーハンドソード [1],0,リンゴ,0,リンゴ,0
2473,苦痛のロイヤルナイト,古城の亡者の爪,0,古城の亡者の歯,0,ブリューナク,0,クレイモア,0,凝固された魔力,0,アルカブリンガー,0,リンゴ,0,苦痛のロイヤルナイトカード,1
2474,呪われたロイヤルナイト,古城の亡者の爪,0,古城の亡者の歯,0,ホーリーアヴェンジャー,0,クレイモア,0,凝固された魔力,0,テグリョン [2],0,リンゴ,0,呪われたロイヤルナイトカード,1
2475,誘いの魔眼,時間の結晶,0,イグドラシルの実,0,暗闇の意志,0,古い紫色の箱,0,古いカード帖,0,フレイムグローブ [1],0,リンゴ,0,誘いの魔眼カード,1
2476,アムダライス,時間の結晶,0,イグドラシルの実,0,忠節の証,0,古い紫色の箱,0,古いカード帖,0,死の引導者 [2],0,リンゴ,0,アムダライスカード,1
2477,呪われた彷徨う者,ガタガタするドクロ,0,イグドラシルの葉,0,オリデオコン,0,ポイズンナイフ [2],0,草の葉,0,村正 [2],0,古いカード帖,0,リンゴ,0
2478,呪われた本,古い本のページ,0,追憶のしおり,0,世紀末カプラ伝説1巻,0,荒れ狂う波の書 [3],0,裂けた大地の書 [3],0,燃える太陽の書 [3],0,乾いてる風の書 [3],0,リンゴ,0
2479,呪われた箱,改良型設置用トラップ,0,改良型設置用トラップボックス,0,エルニウム原石,0,オリデオコン原石,0,宝箱,0,古く青い箱,0,古い紫色の箱,0,リンゴ,0
2480,堕落した聖職者,白ハーブ,0,青ハーブ,0,料理王オルレアン1巻,0,聖職者の帽子 [1],0,黙示録,0,イレイサー,0,悪魔祓いの書 [2],0,リンゴ,0
2481,呪われた墓守,白ハーブ,0,透明な布,0,レッドジェムストーン,0,ダイヤモンド３カラット,0,ヴェール,0,マント [1],0,ぼろマント [1],0,リンゴ,0
2482,呪いのカーリッツバーグ,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2483,悪夢のバフォメット,エルニウム,0,オリデオコン,0,マジェスティックゴート,0,エンペリウム,0,クレセントサイダー,0,呪われたバフォメット人形,0,クレセントサイダー [1],0,リンゴ,0
2484,悪夢のバフォメット.Jr,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2485,悪夢のキメラ,ブリガン,0,蛇模様の髪,0,黄水晶,0,レモン,0,オリデオコン,0,グレイトアックス,0,ウォーアクス [1],0,リンゴ,0
2509,シースクイッド,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2526,バンディット,ぼろぼろの服,0,エクトプラズム,0,青ハーブ,0,改良型設置用トラップボックス,0,呪文書の束,0,高級武器の箱,0,古いカード帖,0,宝石箱,0
2528,フェイスワーム,蛍光色の液体,0,ディトリミン,0,カルボーディル,0,フェイヨン移動スクロール,0,フェイスワームの足 [1],0,リンゴ,0,リンゴ,0,フェイスワームカード,1
2529,女王フェイスワーム,折れた角,0,イグドラシルの実,0,女王フェイスワームの足 [2],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,女王フェイスワームカード,1
2530,ダークフェイスワーム,フェイヨン移動スクロール,0,フェイスワームの足 [1],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ダークフェイスワームカード,1
2531,猛毒袋,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2532,女王フェイスワーム(赤),折れた角,0,フレイムハート,0,女王フェイスワームの足 [2],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,女王フェイスワームカード,1
2533,女王フェイスワーム(緑),折れた角,0,グレイトネイチャ,0,女王フェイスワームの足 [2],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,女王フェイスワームカード,1
2534,女王フェイスワーム(青),折れた角,0,ミスティックフローズン,0,女王フェイスワームの足 [2],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,女王フェイスワームカード,1
2535,女王フェイスワーム(黄),折れた角,0,ラフウィンド,0,女王フェイスワームの足 [2],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,女王フェイスワームカード,1
2540,フェイスワームの卵,割れた卵のかけら,0,べとべとする液体,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,フェイスワームの卵カード,1
2541,フェイスワームの幼虫,丸形の皮,0,べとべとする液体,0,けっこうかたい皮,0,ジャルゴン,0,リンゴ,0,リンゴ,0,リンゴ,0,フェイスワームの幼虫カード,1
2542,大長老アイリン,串焼き,3039,串バーベキュー,3519,焼きワニの野菜蒸し,3178,ソウルハントブレッド,2822,料理本レベル10,0,リンゴ,0,リンゴ,0,大長老アイリンカード,1
2543,フェイヨン警備兵,クラゲの和え物,501,ハーブの味つきカルビ,535,ルティエビビン冷麺,520,モロク果実酒,540,クリームサンドイッチ,552,料理本レベル8,4,リンゴ,0,フェイヨン警備兵&フェイヨン守護兵カード,0
2544,フェイヨン守護兵,強運の汁,397,めちゃ苦い薬,453,たれ付き焼き肉,436,エビチリグラタン,401,赤いきのこワイン,392,ピーチケーキ,392,料理本レベル9,1,フェイヨン警備兵&フェイヨン守護兵カード,0
2545,大人しい警備犬,大学いも,566,貝のお吸い物,641,ボンバーステーキ,584,触手チーズグラタン,592,ハーブハチ蜜茶,615,フルーツミックス,629,野外用調理器具,328,料理本レベル6,1
2546,凶暴な警備犬,サソリの炒め物,442,辛口焼餃子,463,タシンチェおばさんのチヂミ,441,コウモリの翼のカボチャ蒸し,432,マステラ酒,477,グリーンサラダ,477,家庭用調理器具,213,料理本レベル7,1
2549,アルヒ,イグドラシルの葉,7898,催眠術師の杖 [2],424,天使の加護 [1],341,天使の再来 [1],511,天使の守護 [1],455,天使の温もり [1],625,天使の口づけ [1],710,リンゴ,0
2550,ディオ・アネモス,青ポーション,9885,青ポーション,9885,銀の指輪,1117,金の指輪,1032,ダイヤの指輪,458,黄金,430,リンゴ,0,リンゴ,0
2551,ブラック・カネイリー,ルビー,10000,エメラルド,9999,サファイア,9962,ルナボウ [2],490,ルナティックブローチ [1],528,ゼニーナイフ,408,月光剣,93,リンゴ,0
2552,ヒピア・スニキ,アイスクリーム,9000,おもち,10000,ダイヤモンド３カラット,5750,ギガントアックス [1],125,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2553,ビリー・コスルリース,縞模様の靴下,10000,タイツ [1],1000,ブリーフ [1],0,ランニングシャツ [1],0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
2554,フェモン,ブルージェムストーン,10000,黄金,4037,高級サングラス,1025,グランドクロス,342,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
