モンスタID,モンスタ名,使用スキル名,スキルレベル
2444,情熱のクルーナ,wz_waterball,?
2445,大地のマリーナ,am_demonstration,?
2445,大地のマリーナ,am_potionpitcher,?
2445,大地のマリーナ,bs_adrenaline,?
2445,大地のマリーナ,itm_tomahawk,?
2445,大地のマリーナ,mc_mammonite,?
2445,大地のマリーナ,npc_criticalslash,?
2446,新緑のエジェルラ,ac_chargearrow,?
2446,新緑のエジェルラ,ac_double,?
2446,新緑のエジェルラ,ac_shower,?
2446,新緑のエジェルラ,ht_flasher,?
2446,新緑のエジェルラ,ht_freezingtrap,?
2446,新緑のエジェルラ,ht_skidtrap,?
2446,新緑のエジェルラ,npc_criticalslash,?
2446,新緑のエジェルラ,npc_run,?
2446,新緑のエジェルラ,npc_stunattack,?
2446,新緑のエジェルラ,npc_windattack,?
2447,氷結のルネ,bs_adrenaline,?
2447,氷結のルネ,bs_hammerfall,?
2447,氷結のルネ,bs_maximize,?
2447,氷結のルネ,cr_aciddemonstration,?
2447,氷結のルネ,mc_mammonite,?
2447,氷結のルネ,npc_armorbrake,?
2447,氷結のルネ,npc_criticalslash,?
2447,氷結のルネ,npc_fireattack,?
2447,氷結のルネ,npc_waterattack,?
2448,深淵のモリン,as_cloaking,?
2448,深淵のモリン,as_grimtooth,?
2448,深淵のモリン,as_sonicblow,?
2448,深淵のモリン,as_venomdust,?
2448,深淵のモリン,asc_breaker,?
2448,深淵のモリン,npc_criticalslash,?
2448,深淵のモリン,npc_poisonattack,?
2448,深淵のモリン,npc_stunattack,?
2449,破滅のナサリン,asc_breaker,?
2449,破滅のナサリン,npc_poison,?
2449,破滅のナサリン,npc_poisonattack,?
2449,破滅のナサリン,rg_closeconfine,?
2449,破滅のナサリン,rg_intimidate,?
2449,破滅のナサリン,rg_striparmor,?
2449,破滅のナサリン,rg_striphelm,?
2449,破滅のナサリン,rg_stripshield,?
2449,破滅のナサリン,rg_stripweapon,?
2449,破滅のナサリン,tf_throwstone,?
2464,叫喚の庭園師,al_heal,?
2464,叫喚の庭園師,npc_blooddrain,?
2464,叫喚の庭園師,npc_undeadattack,?
2464,叫喚の庭園師,npc_widecurse,?
2465,恨みのメイド,npc_blindattack,?
2465,恨みのメイド,npc_curseattack,1
2465,恨みのメイド,npc_energydrain,?
2465,恨みのメイド,npc_widecurse,?
2466,苦痛の家令,al_heal,?
2466,苦痛の家令,npc_bleeding,?
2466,苦痛の家令,npc_blooddrain,?
2466,苦痛の家令,npc_undeadattack,?
2466,苦痛の家令,npc_widecurse,?
2467,マゴット,npc_emotion,?
2467,マゴット,npc_groundattack,?
2468,腐敗した兵士,bs_maximize,?
2468,腐敗した兵士,cr_autoguard,?
2468,腐敗した兵士,npc_blooddrain,?
2468,腐敗した兵士,npc_darknessattack,?
2468,腐敗した兵士,npc_widecurse,?
2468,腐敗した兵士,sm_bash,?
2468,腐敗した兵士,sm_magnum,?
2469,徘徊する弓兵,ac_chargearrow,?
2469,徘徊する弓兵,ac_double,?
2469,徘徊する弓兵,npc_darknessattack,?
2469,徘徊する弓兵,npc_energydrain,?
2469,徘徊する弓兵,npc_widecurse,?
2470,堕ちた白の騎士,ac_chargearrow,?
2470,堕ちた白の騎士,al_teleport,?
2470,堕ちた白の騎士,cr_autoguard,?
2470,堕ちた白の騎士,kn_brandishspear,?
2470,堕ちた白の騎士,npc_armorbrake,?
2470,堕ちた白の騎士,npc_callslave,?
2470,堕ちた白の騎士,npc_criticalslash,?
2470,堕ちた白の騎士,npc_darknessattack,?
2470,堕ちた白の騎士,npc_widecurse,?
2471,怨念のカーリッツバーグ,as_grimtooth,?
2471,怨念のカーリッツバーグ,as_sonicblow,?
2471,怨念のカーリッツバーグ,bs_maximize,?
2471,怨念のカーリッツバーグ,npc_agiup,?
2471,怨念のカーリッツバーグ,npc_criticalslash,?
2471,怨念のカーリッツバーグ,npc_stunattack,?
2471,怨念のカーリッツバーグ,npc_widecurse,?
2472,呪われた騎士,kn_brandishspear,?
2472,呪われた騎士,npc_darknessattack,?
2472,呪われた騎士,npc_pulsestrike,?
2472,呪われた騎士,npc_widecurse,?
2472,呪われた騎士,wz_meteor,?
2473,苦痛のロイヤルナイト,npc_criticalslash,?
2473,苦痛のロイヤルナイト,npc_darkstrike,?
2473,苦痛のロイヤルナイト,npc_granddarkness,?
2473,苦痛のロイヤルナイト,npc_petrifyattack,?
2473,苦痛のロイヤルナイト,npc_powerup,?
2473,苦痛のロイヤルナイト,npc_widecurse,?
2473,苦痛のロイヤルナイト,sm_magnum,?
2474,呪われたロイヤルナイト,npc_agiup,?
2474,呪われたロイヤルナイト,npc_criticalslash,?
2474,呪われたロイヤルナイト,npc_darkcross,?
2474,呪われたロイヤルナイト,npc_darkstrike,?
2474,呪われたロイヤルナイト,npc_silenceattack,?
2474,呪われたロイヤルナイト,npc_widecurse,?
2474,呪われたロイヤルナイト,sm_magnum,?
2475,誘いの魔眼,al_heal,11
2475,誘いの魔眼,am_demonstration,5
2475,誘いの魔眼,as_sonicblow,10
2475,誘いの魔眼,npc_blooddrain,1
2475,誘いの魔眼,npc_criticalwound,4
2475,誘いの魔眼,npc_darkstrike,10
2475,誘いの魔眼,npc_earthquake,10
2475,誘いの魔眼,npc_evilland,10
2475,誘いの魔眼,npc_helljudgement,10
2475,誘いの魔眼,npc_mentalbreaker,4
2475,誘いの魔眼,npc_powerup,5
2475,誘いの魔眼,npc_vampire_gift,1
2475,誘いの魔眼,npc_widecurse,5
2475,誘いの魔眼,npc_widesilence,5
2475,誘いの魔眼,npc_widesouldrain,5
2475,誘いの魔眼,npc_widestone,5
2475,誘いの魔眼,npc_widestun,5
2476,アムダライス,npc_changeundead,1
2476,アムダライス,npc_criticalslash,1
2476,アムダライス,npc_criticalwound,4
2476,アムダライス,npc_curseattack,5
2476,アムダライス,npc_darkcross,10
2476,アムダライス,npc_darkstrike,5
2476,アムダライス,npc_dragonfear,5
2476,アムダライス,npc_granddarkness,10
2476,アムダライス,npc_helljudgement,10
2476,アムダライス,npc_mentalbreaker,4
2476,アムダライス,npc_powerup,4
2476,アムダライス,npc_stunattack,5
2476,アムダライス,npc_undeadattack,5
2476,アムダライス,npc_vampire_gift,?
2476,アムダライス,sm_magnum,10
2477,呪われた彷徨う者,al_teleport,?
2477,呪われた彷徨う者,kn_autocounter,?
2477,呪われた彷徨う者,nj_issen,?
2477,呪われた彷徨う者,npc_bleeding,?
2477,呪われた彷徨う者,npc_curseattack,?
2477,呪われた彷徨う者,npc_emotion,?
2477,呪われた彷徨う者,npc_splashattack,?
2477,呪われた彷徨う者,npc_undeadattack,?
2477,呪われた彷徨う者,npc_widecurse,?
2477,呪われた彷徨う者,rg_intimidate,?
2478,呪われた本,npc_blindattack,?
2478,呪われた本,npc_blooddrain,?
2478,呪われた本,npc_curseattack,1
2478,呪われた本,npc_piercingatt,?
2478,呪われた本,npc_widecurse,?
2479,呪われた箱,cr_autoguard,?
2479,呪われた箱,kn_twohandquicken,?
2479,呪われた箱,npc_blooddrain,?
2479,呪われた箱,npc_criticalslash,?
2479,呪われた箱,npc_curseattack,?
2479,呪われた箱,npc_emotion,?
2479,呪われた箱,npc_widecurse,?
2480,堕落した聖職者,npc_blindattack,?
2480,堕落した聖職者,npc_curseattack,?
2480,堕落した聖職者,npc_energydrain,?
2480,堕落した聖職者,npc_undeadattack,?
2480,堕落した聖職者,npc_widecurse,?
2480,堕落した聖職者,wz_heavendrive,?
2481,呪われた墓守,al_teleport,?
2481,呪われた墓守,as_grimtooth,?
2481,呪われた墓守,cr_reflectshield,?
2481,呪われた墓守,npc_blindattack,1
2481,呪われた墓守,npc_curseattack,1
2481,呪われた墓守,npc_energydrain,?
2481,呪われた墓守,npc_poison,?
2481,呪われた墓守,npc_widecurse,?
2483,悪夢のバフォメット,al_heal,?
2483,悪夢のバフォメット,al_teleport,?
2483,悪夢のバフォメット,kn_brandishspear,?
2483,悪夢のバフォメット,mo_bodyrelocation,?
2483,悪夢のバフォメット,npc_armorbrake,?
2483,悪夢のバフォメット,npc_bleeding,?
2483,悪夢のバフォメット,npc_callslave,?
2483,悪夢のバフォメット,npc_criticalwound,?
2483,悪夢のバフォメット,npc_curseattack,?
2483,悪夢のバフォメット,npc_darkbreath,?
2483,悪夢のバフォメット,npc_darkstrike,?
2483,悪夢のバフォメット,npc_earthquake,?
2483,悪夢のバフォメット,npc_guidedattack,?
2483,悪夢のバフォメット,npc_helljudgement,?
2483,悪夢のバフォメット,npc_powerup,?
2483,悪夢のバフォメット,npc_summonslave,?
2483,悪夢のバフォメット,npc_widecurse,?
2483,悪夢のバフォメット,wz_vermilion,?
2484,悪夢のバフォメット.Jr,kn_twohandquicken,?
2484,悪夢のバフォメット.Jr,npc_curseattack,?
2484,悪夢のバフォメット.Jr,npc_darkbreath,?
2484,悪夢のバフォメット.Jr,npc_darknessattack,?
2484,悪夢のバフォメット.Jr,npc_hallucination,?
2485,悪夢のキメラ,al_teleport,?
2485,悪夢のキメラ,cr_autoguard,?
2485,悪夢のキメラ,npc_callslave,?
2485,悪夢のキメラ,npc_curseattack,?
2485,悪夢のキメラ,npc_fireattack,?
2485,悪夢のキメラ,npc_shieldbrake,?
2485,悪夢のキメラ,npc_splashattack,?
2485,悪夢のキメラ,npc_summonslave,?
2485,悪夢のキメラ,npc_widecurse,?
2485,悪夢のキメラ,wz_heavendrive,?
2526,バンディット,as_grimtooth,?
2526,バンディット,as_sonicblow,?
2526,バンディット,asc_meteorassault,?
2526,バンディット,nc_magma_eruption_dotdamage,?
2526,バンディット,npc_criticalslash,?
2526,バンディット,npc_rebirth,?
2526,バンディット,sm_bash,?
2528,フェイスワーム,npc_poison,?
2528,フェイスワーム,npc_poisonattack,1
2529,女王フェイスワーム,kn_pierce,?
2529,女王フェイスワーム,npc_acidbreath,?
2529,女王フェイスワーム,npc_criticalwound,?
2529,女王フェイスワーム,npc_dragonfear,?
2529,女王フェイスワーム,npc_earthquake,?
2529,女王フェイスワーム,rg_closeconfine,?
2529,女王フェイスワーム,sm_endure,?
2530,ダークフェイスワーム,as_venomdust,?
2530,ダークフェイスワーム,kn_pierce,?
2530,ダークフェイスワーム,npc_acidbreath,?
2530,ダークフェイスワーム,npc_criticalwound,?
2531,猛毒袋,npc_selfdestruction,?
2532,女王フェイスワーム(赤),npc_agiup,?
2532,女王フェイスワーム(赤),npc_darkstrike,?
2532,女王フェイスワーム(赤),npc_dragonfear,?
2532,女王フェイスワーム(赤),npc_earthquake,?
2532,女王フェイスワーム(赤),npc_helljudgement,?
2532,女王フェイスワーム(赤),npc_powerup,?
2532,女王フェイスワーム(赤),npc_pulsestrike,?
2532,女王フェイスワーム(赤),npc_slowcast,?
2532,女王フェイスワーム(赤),sm_endure,?
2533,女王フェイスワーム(緑),al_heal,?
2533,女王フェイスワーム(緑),npc_dragonfear,?
2533,女王フェイスワーム(緑),npc_earthquake,?
2533,女王フェイスワーム(緑),npc_groundattack,?
2533,女王フェイスワーム(緑),npc_widestun,?
2533,女王フェイスワーム(緑),sm_endure,?
2533,女王フェイスワーム(緑),wz_heavendrive,?
2533,女王フェイスワーム(緑),wz_quagmire,?
2534,女王フェイスワーム(青),mg_frostdiver,?
2534,女王フェイスワーム(青),npc_dragonfear,?
2534,女王フェイスワーム(青),npc_earthquake,?
2534,女王フェイスワーム(青),npc_waterattack,?
2534,女王フェイスワーム(青),npc_widefreeze,?
2534,女王フェイスワーム(青),sm_endure,?
2534,女王フェイスワーム(青),wz_frostnova,?
2534,女王フェイスワーム(青),wz_stormgust,?
2535,女王フェイスワーム(黄),mg_thunderstorm,?
2535,女王フェイスワーム(黄),npc_dragonfear,?
2535,女王フェイスワーム(黄),npc_earthquake,?
2535,女王フェイスワーム(黄),npc_widebleeding,?
2535,女王フェイスワーム(黄),npc_windattack,?
2535,女王フェイスワーム(黄),sm_endure,?
2535,女王フェイスワーム(黄),wz_jupitel,?
2535,女王フェイスワーム(黄),wz_vermilion,?
2540,フェイスワームの卵,npc_summonmonster,?
2541,フェイスワームの幼虫,npc_bleeding,?
2541,フェイスワームの幼虫,npc_poison,?
2541,フェイスワームの幼虫,npc_poisonattack,?
2549,アルヒ,al_heal,3
2549,アルヒ,tf_throwstone,1
2550,ディオ・アネモス,mg_frostdiver,?
2550,ディオ・アネモス,mg_thunderstorm,5
2551,ブラック・カネイリー,npc_comboattack,2
2551,ブラック・カネイリー,tf_hiding,1
2551,ブラック・カネイリー,tf_poison,?
2552,ヒピア・スニキ,bs_adrenaline,?
2552,ヒピア・スニキ,bs_hammerfall,?
2552,ヒピア・スニキ,bs_maximize,?
2552,ヒピア・スニキ,mc_mammonite,?
2553,ビリー・コスルリース,as_cloaking,?
2553,ビリー・コスルリース,as_sonicblow,?
2553,ビリー・コスルリース,npc_comboattack,2
2553,ビリー・コスルリース,tf_poison,?
2554,フェモン,al_decagi,1
2554,フェモン,al_incagi,?
2554,フェモン,al_pneuma,1
2554,フェモン,npc_comboattack,4
2554,フェモン,npc_comboattack,3
2555,オルドル,mg_coldbolt,5
2555,オルドル,mg_thunderstorm,5
2555,オルドル,wz_stormgust,1
2556,ブルート・ハゼ,cr_autoguard,?
2556,ブルート・ハゼ,cr_defender,5
2556,ブルート・ハゼ,cr_grandcross,?
2556,ブルート・ハゼ,cr_holycross,?
2556,ブルート・ハゼ,cr_shieldboomerang,?
2557,黒魔,nj_issen,?
2557,黒魔,npc_comboattack,9
2557,黒魔,npc_widesouldrain,3
2558,イフォドス,kn_spearboomerang,?
2558,イフォドス,lk_spiralpierce,?
2558,イフォドス,rk_millenniumshield,1
2558,イフォドス,sm_endure,?
2558,イフォドス,sm_magnum,?
2559,レチェニエ,al_decagi,1
2559,レチェニエ,al_heal,10
2559,レチェニエ,al_incagi,?
2559,レチェニエ,al_pneuma,?
2559,レチェニエ,mg_safetywall,10
2559,レチェニエ,npc_holyattack,?
2559,レチェニエ,npc_widesilence,?
2559,レチェニエ,npc_widesleep,?
2559,レチェニエ,pr_lexaeterna,1
2559,レチェニエ,pr_lexdivina,?
2559,レチェニエ,sa_reverseorcish,1
2560,ユメヒメ,ac_chargearrow,1
2560,ユメヒメ,ac_double,?
2560,ユメヒメ,ac_shower,?
2560,ユメヒメ,npc_barrier,?
2560,ユメヒメ,npc_criticalslash,?
2560,ユメヒメ,npc_mentalbreaker,?
2560,ユメヒメ,npc_widecurse,?
2561,ジュー,mg_coldbolt,5
2561,ジュー,mg_firebolt,5
2561,ジュー,mg_lightningbolt,5
2561,ジュー,npc_widesouldrain,5
2561,ジュー,pf_spiderweb,1
2561,ジュー,sa_landprotector,?
2561,ジュー,wz_earthspike,5
2562,ディワイ,mg_firebolt,7
2562,ディワイ,mg_soulstrike,?
2562,ディワイ,npc_criticalwound,1
2562,ディワイ,npc_darkstrike,?
2562,ディワイ,npc_powerup,?
2562,ディワイ,npc_slowcast,?
2562,ディワイ,npc_widesouldrain,5
2562,ディワイ,pf_spiderweb,1
2562,ディワイ,sa_dispell,?
2562,ディワイ,sa_landprotector,1
2563,フェイ・カナビアン,am_acidterror,?
2563,フェイ・カナビアン,am_potionpitcher,?
2563,フェイ・カナビアン,mg_firebolt,3
2563,フェイ・カナビアン,npc_fireattack,?
2563,フェイ・カナビアン,npc_powerup,?
2564,フェンリル,mg_frostdiver,?
2564,フェンリル,mg_lightningbolt,?
2564,フェンリル,mg_soulstrike,?
2564,フェンリル,npc_powerup,?
2564,フェンリル,sm_endure,?
2564,フェンリル,wl_comet,?
2564,フェンリル,wl_earthstrain,?
2564,フェンリル,wl_tetravortex_wind,?
2564,フェンリル,wz_sightrasher,?
2565,アルフォン,npc_criticalslash,1
2565,アルフォン,npc_dragonfear,?
2565,アルフォン,sm_bash,?
2566,アルフォン・ジュニア,pr_lexaeterna,?
2566,アルフォン・ジュニア,pr_lexdivina,?
2569,ウィレス(MD),npc_blooddrain,?
2569,ウィレス(MD),npc_comboattack,?
2569,ウィレス(MD),npc_run,?
2569,ウィレス(MD),npc_windattack,?
2916,ビッグベン,npc_curseattack,?
2916,ビッグベン,npc_defender,?
2916,ビッグベン,npc_emotion,?
2916,ビッグベン,npc_emotion_on,?
2916,ビッグベン,npc_groundattack,?
2916,ビッグベン,npc_powerup,?
2916,ビッグベン,npc_stunattack,?
2917,ビッグベル,lk_spiralpierce,?
2917,ビッグベル,npc_blindattack,?
2917,ビッグベル,npc_darkbreath,?
2917,ビッグベル,npc_emotion,?
2917,ビッグベル,npc_splashattack,?
2917,ビッグベル,npc_stoneskin,?
2918,タイムキーパー,al_teleport,1
2918,タイムキーパー,npc_emotion,?
2918,タイムキーパー,npc_emotion_on,?
2918,タイムキーパー,npc_silenceattack,?
2918,タイムキーパー,npc_sleepattack,?
2918,タイムキーパー,sa_dispell,?
2918,タイムキーパー,wz_firepillar,?
2919,ネオパンク,npc_blindattack,?
2919,ネオパンク,npc_emotion,?
2919,ネオパンク,npc_mentalbreaker,?
2919,ネオパンク,npc_petrifyattack,?
2919,ネオパンク,npc_windattack,?
2920,アークエルダー,mg_firebolt,?
2920,アークエルダー,mg_frostdiver,?
2920,アークエルダー,mg_lightningbolt,?
2920,アークエルダー,mg_stonecurse,?
2920,アークエルダー,npc_run,?
2920,アークエルダー,npc_silenceattack,?
