モンスタID,モンスタ名,ひらがな名,Level,Hp,Str,Agi,Vit,Int,Dex,Luk,Atk1,Atk2,Def,Mdef,BaseExp,JobExp,Size,属性,種族,BOSS属性,MvpExp,アクティブ属性,リンク属性,詠唱反応,ルート属性,ニューマ有効,固定,召還モンスタ
2426,ラウレル=ヴィンダー(二次職),らうれる=ヴぃんだー(ぎるどD),86,29604,1,80,1,140,20,1,154,398,5,96,47561,71341,1,48,7,0,0,1,0,1,0,0,0,
2427,イレンド=エベシ(二次職),いれんど=えべし(にじしょく),80,33504,150,10,60,30,10,1,777,283,86,8,47598,71397,1,46,7,0,0,1,0,1,0,0,0,
2428,セイレン=ウィンザー(二次職)(取巻き),せいれん=うぃんざー(ぎるどD)(とりまき),90,39780,120,60,80,30,40,1,577,85,149,30,0,0,1,63,7,0,0,1,0,0,0,0,0,
2429,エレメス=ガイル(二次職)(取巻き),えれめす＝がいる(にじしょく)(とりまき),84,27087,120,100,20,20,40,40,689,53,29,20,0,0,1,85,7,0,0,1,0,0,0,0,0,
2430,ハワード=アルトアイゼン(二次職)(取巻き),はわーど＝あるとあいぜん(ぎるどD)(とりまき),87,35409,140,20,100,1,40,10,632,53,87,9,0,0,1,81,7,0,0,1,0,0,0,0,0,
2431,セシル=ディモン(二次職)(取巻き),せしる=でぃもん(ぎるどD)(とりまき),83,26505,120,80,1,1,80,60,474,73,18,13,0,0,1,64,7,0,0,1,0,0,0,1,0,
2432,カトリーヌ=ケイロン(二次職)(取巻き),かとりーぬ=けいろん(にじしょく)(とりまき),88,21276,1,1,10,140,10,10,112,450,9,86,0,0,1,68,7,0,0,1,0,0,0,0,0,
2433,マーガレッタ=ソリン(二次職)(取巻き),まーがれった=そりん(ぎるどD)(とりまき),85,27576,10,50,60,120,40,10,524,328,77,73,0,0,1,66,7,0,0,1,0,1,0,0,0,
2434,イグニゼム=セニア(二次職)(取巻き),いぐにぜむ=せにあ(ぎるどD)(とりまき),90,40320,70,10,120,70,30,1,482,142,186,48,0,0,1,43,7,0,0,1,0,0,0,0,0,
2435,ヒュッケバイン=トリス(二次職)(取巻き),ひゅっけばいん=とりす(ぎるどD)(とりまき),82,35136,1,70,70,1,70,1,245,96,35,12,0,0,1,65,7,0,0,1,0,1,0,0,0,
2436,アルマイア=デュンゼ(二次職)(取巻き),あるまいあ=でゅんぜ(にじしょく)(とりまき),81,34128,80,60,60,60,40,50,337,182,80,56,0,0,1,62,7,0,0,1,0,1,0,0,0,
2437,カヴァク=イカルス(二次職)(取巻き),かヴぁく=いかるす(にじしょく)(とりまき),89,37911,1,1,80,80,80,1,355,93,24,13,0,0,1,44,7,0,0,1,0,1,0,0,0,1273(1)/1023(1)
2438,ジョセフィーナ(取巻き),じょせふぃーな(とりまき),89,37911,1,1,80,80,80,1,355,93,24,13,0,0,1,44,7,0,0,1,0,1,0,0,0,
2439,ラウレル=ヴィンダー(二次職)(取巻き),らうれる=ヴぃんだー(ぎるどD)(とりまき),86,29604,1,80,1,140,20,1,154,398,5,96,0,0,1,48,7,0,0,1,0,1,0,0,0,
2440,イレンド=エベシ(二次職)(取巻き),いれんど=えべし(にじしょく)(とりまき),80,33504,150,10,60,30,10,1,777,283,86,8,0,0,1,46,7,0,0,1,0,1,0,0,0,
2441,ウィッシュ=マスコット,うぃっしゅ=ますこっと,99,795609,272,148,162,99,160,59,4220,2107,510,139,106267,87747,1,83,7,1,1,1,0,1,0,0,0,
2442,アーティス=マスコット,あーてぃす=ますこっと,99,806400,206,194,181,156,203,115,5877,3526,410,192,108810,89000,1,83,7,1,1,1,0,1,0,0,0,
2443,紅炎のアイラ,こうえんのあいら,99,810000,127,62,77,44,118,49,827,2285,149,10,110000,90000,1,63,7,1,0,1,0,1,0,0,0,
2444,情熱のクルーナ,じょうねつのくるーな,99,810000,130,78,53,60,114,68,739,2153,109,10,110000,90000,1,68,7,1,0,1,0,1,0,0,0,
2445,大地のマリーナ,だいちのまりーな,99,810000,124,71,55,47,73,43,782,2253,117,9,110000,90000,1,82,7,1,0,1,0,1,0,0,0,
2446,新緑のエジェルラ,しんりょくのえじぇるら,99,810000,108,113,60,72,148,37,574,2223,68,13,110000,90000,1,64,7,1,0,1,0,1,0,0,0,
2447,氷結のルネ,ひょうけつのるね,99,810000,97,70,49,129,125,44,512,2650,69,66,110000,90000,1,61,7,1,0,1,0,1,0,0,0,
2448,深淵のモリン,しんえんのもりん,99,810000,113,66,63,110,89,58,644,2498,97,83,110000,90000,1,67,7,1,0,1,0,1,0,0,0,
2449,破滅のナサリン,はめつのなさりん,99,810000,158,101,94,75,108,74,852,2342,136,8,110000,90000,1,45,7,1,0,1,0,1,0,0,0,
2450,泥棒ポリン,どろぼうぽりん,1,10,6,1,1,0,6,5,8,1,2,5,0,0,1,21,3,0,0,0,0,0,0,0,0,
2451,怪しいオークベイビー,あやしいおーくべいびー,1,10,6,1,1,0,6,5,8,1,2,5,0,0,0,22,7,0,0,0,0,0,0,0,0,
2464,叫喚の庭園師,きょうかんのていえんし/くさっていくかじや,120,85600,44,22,77,25,88,22,1364,444,15,15,26666,27999,1,29,1,0,0,1,0,0,0,0,0,1180(2)
2465,恨みのメイド,のろわれたはかもり,121,150168,16,26,30,115,79,5,999,1787,80,200,26999,28398,2,89,1,0,0,1,0,0,0,0,0,
2466,苦痛の家令,くつうのかれい/きょうあくなせいれんし,125,138100,88,44,88,21,95,44,1965,666,30,30,27111,28533,1,49,1,0,0,1,0,0,0,0,0,
2467,マゴット,まごっと,145,780811,60,103,45,35,172,15,1946,1257,121,36,0,0,0,42,4,0,0,1,0,0,0,0,0,
2468,腐敗した兵士,ふはいしたへいし/うえたへいし,128,184080,159,87,66,33,106,27,2167,138,89,15,58153,53472,1,47,1,0,0,1,0,0,0,0,0,
2469,徘徊する弓兵,はいかいするゆみへい/きょうぼうなゆみへい,126,94370,53,24,40,15,156,30,2891,167,63,40,37124,34689,1,47,1,0,0,1,0,0,0,1,0,
2470,堕ちた白の騎士,おちたしろのきし,155,525789,121,55,99,70,126,37,4200,122,102,50,119292,108288,2,87,1,1,0,1,0,0,0,0,0,
2471,怨念のカーリッツバーグ,おんねんのかーりっつばーぐ,133,286851,121,142,55,81,105,32,3800,100,125,10,78771,67331,2,29,1,1,0,1,0,0,0,0,0,
2472,呪われた騎士,のろわれたきし,143,346751,132,55,89,151,137,45,6881,3200,122,300,100224,80941,2,87,1,1,0,1,0,0,0,0,0,
2473,苦痛のロイヤルナイト,くつうのろいやるないと,157,950033,165,82,110,122,154,52,3321,1009,80,150,280009,267592,1,49,1,1,0,1,0,1,0,0,0,
2474,呪われたロイヤルナイト,のろわれたろいやるないと,157,848011,155,88,110,135,154,59,3090,1488,80,180,279836,260199,1,49,1,1,0,1,0,1,0,0,0,
2475,誘いの魔眼,さそいのまがん,159,1820000,201,20,90,201,201,20,3887,3887,333,333,899953,904239,2,62,6,1,449977,1,0,0,0,0,0,
2476,アムダライス,あむだらいす,158,4290000,255,39,90,169,166,20,5290,3900,30,40,945662,998512,2,89,1,1,472831,1,0,1,0,0,0,
2477,呪われた彷徨う者,のろわれたさまようもの,144,120682,208,151,96,39,181,50,2827,218,129,16,65295,28879,1,24,6,0,0,1,0,1,0,0,0,1864(2)
2478,呪われた本,のろわれたほん,143,113220,131,145,58,66,233,5,1821,165,140,59,63500,25280,0,60,0,0,0,1,0,1,0,0,0,
2479,呪われた箱,のろわれたはこ,139,44958,145,192,10,49,213,57,1787,159,139,46,48840,41770,1,60,0,0,0,1,0,1,0,0,0,
2480,堕落した聖職者,だらくしたせいしょくしゃ,134,172837,137,60,48,57,158,28,1930,343,160,91,23370,17943,2,89,1,0,0,1,0,1,0,0,0,
2481,呪われた墓守,のろわれたはかもり,87,15579,69,52,47,55,109,28,561,62,93,53,8554,11256,2,89,1,0,0,1,0,1,0,0,0,
2482,呪いのカーリッツバーグ,のろいのかーりっつばーぐ,143,136851,121,142,55,81,125,32,2800,100,125,10,0,0,2,29,1,1,0,0,0,0,0,0,0,
2483,悪夢のバフォメット,あくむのばふぉめっと,159,4008000,120,175,230,85,186,85,6150,2984,379,45,808534,502318,2,67,6,1,1,1,0,1,0,0,0,
2484,悪夢のバフォメット.Jr,あくむのばふぉめっとJr,141,49675,130,150,90,42,143,62,1601,206,175,62,0,0,0,27,6,0,0,0,0,0,0,0,0,
2485,悪夢のキメラ,あくむのきめら,147,328120,101,76,110,176,182,170,2058,296,159,20,254260,146980,2,63,2,1,0,1,0,1,0,0,0,
2509,シースクイッド,しーすくいっど,111,154569,1,70,124,80,80,80,1250,514,0,4,20789,40789,2,61,5,0,0,1,0,0,0,0,0,
2526,バンディット,ばんでぃっと,110,114110,88,67,40,128,89,55,759,215,103,48,48856,29313,2,49,7,0,0,1,0,1,0,0,0,
2528,フェイスワーム,ふぇいすわーむ,140,482427,100,50,100,100,100,50,1818,1616,50,30,38800,3960,2,25,4,0,0,1,0,0,0,0,0,
2529,女王フェイスワーム,じょおうふぇいすわーむ(しろ),155,50000000,200,100,200,200,200,100,4024,4006,100,60,200000,200000,2,85,4,1,1,1,0,1,0,0,0,
2530,ダークフェイスワーム,だーくふぇいすわーむ,144,5000000,150,100,150,150,150,100,2012,2003,100,30,100000,80000,2,45,4,1,0,1,0,1,0,0,0,3155(2)
2531,猛毒袋,もうどくぶくろ,140,10000,200,200,200,200,200,200,0,0,200,100,0,0,0,25,4,1,0,1,0,0,0,0,0,
2532,女王フェイスワーム(赤),じょおうふぇいすわーむ(あか),155,50000000,500,100,200,200,200,100,12000,15000,400,400,200000,200000,2,23,4,1,1,1,0,1,0,0,0,
2533,女王フェイスワーム(緑),じょおうふぇいすわーむ(みどり),155,50000000,200,100,400,200,200,100,5000,5000,500,60,200000,200000,2,22,4,1,1,1,0,1,0,0,0,2279(5)
2534,女王フェイスワーム(青),じょおうふぇいすわーむ(あお),155,50000000,200,100,200,400,200,100,5000,10000,100,400,200000,200000,2,21,4,1,1,1,0,1,0,0,0,
2535,女王フェイスワーム(黄),じょおうふぇいすわーむ(き),155,50000000,200,400,200,200,200,100,5000,5000,100,60,200000,200000,2,24,4,1,1,1,0,1,0,0,0,
2540,フェイスワームの卵,ふぇいすわーむのたまご,140,10,10,10,10,10,10,10,0,0,10,10,10,12,1,25,4,0,0,0,0,0,0,0,0,
2541,フェイスワームの幼虫,ふぇいすわーむのようちゅう,145,260380,10,50,50,50,180,50,1414,1212,10,10,10,12,1,45,4,0,0,1,0,0,0,0,0,1458(3)/1464(3)
2542,大長老アイリン,だいちょうろうあいりん,101,433110,82,36,55,100,182,88,1749,360,145,73,227200,270320,1,20,7,1,0,1,0,1,0,0,0,1036(2)
2543,フェイヨン警備兵,ふぇいよんけいびへい,101,20099,20,46,25,35,64,30,545,51,66,36,4332,8064,1,20,7,1,0,1,0,0,0,0,0,
2544,フェイヨン守護兵,ふぇいよんしゅごへい,101,21099,20,46,25,35,64,30,697,51,66,36,5112,10812,1,20,7,1,0,1,0,0,0,0,0,
2545,大人しい警備犬,おとなしいけいびけん,101,20099,20,46,25,35,64,30,547,51,66,36,3776,10632,1,22,2,1,0,0,0,0,0,0,0,
2546,凶暴な警備犬,きょうぼうなけいびけん,101,21099,20,46,25,35,64,30,573,51,66,36,6084,16038,1,23,2,1,0,1,0,0,0,0,0,
2549,アルヒ,あるひ,42,3471,33,42,63,19,61,42,117,59,114,47,150000,75000,1,20,7,0,0,1,0,0,0,0,0,
2550,ディオ・アネモス,でぃお・あねもす,85,69572,40,20,50,100,90,60,129,450,129,18,250000,125000,1,20,7,0,0,1,0,1,0,0,0,1057(3)
2551,ブラック・カネイリー,ぶらっく・かねいりー,90,80000,70,50,40,40,60,60,300,385,93,36,300000,150000,1,20,7,0,0,1,0,1,0,0,0,
2552,ヒピア・スニキ,ひぴあ・すにき,90,100000,70,40,70,40,90,40,385,385,43,136,300000,150000,1,20,7,0,0,1,0,0,0,0,0,
2553,ビリー・コスルリース,びりー・こするりーす,90,90000,60,35,30,30,97,70,685,85,93,36,300000,150000,1,20,7,0,0,1,0,1,0,0,0,
2554,フェモン,ふぇもん,100,150000,60,70,60,60,90,60,390,390,114,21,300000,150000,1,20,7,0,0,1,0,1,0,0,0,
2555,オルドル,おるどる,110,400000,40,50,40,100,150,40,130,830,107,21,310000,155000,1,20,7,0,0,1,0,1,0,0,0,
2556,ブルート・ハゼ,ぶるーと・はぜ,120,600000,120,50,120,104,150,60,600,371,66,47,320000,160000,1,48,7,0,0,1,0,1,0,0,0,
2557,黒魔,くろま,125,900000,130,75,100,100,145,100,1000,664,135,10,330000,165000,1,20,7,0,0,1,0,0,0,0,0,
2558,イフォドス,いふぉどす,130,1300000,165,50,100,50,170,100,1800,483,120,60,340000,170000,1,20,7,0,0,1,0,1,0,0,0,
2559,レチェニエ,れちぇにえ,140,1200000,50,50,50,200,220,75,900,1100,80,100,350000,175000,1,20,7,0,0,1,0,0,0,0,0,
2560,ユメヒメ,ゆめひめ,145,1700000,200,65,50,50,152,100,1400,750,165,62,360000,180000,1,20,7,0,0,1,0,1,0,0,0,
2561,ジュー,じゅー,150,3200000,201,60,51,51,171,101,800,1600,120,80,480000,240000,1,20,7,0,0,1,0,0,0,0,0,
2562,ディワイ,でぃわい,160,3500000,202,90,52,52,172,102,1100,2500,120,100,500000,250000,1,48,7,1,0,1,0,0,0,0,0,
2563,フェイ・カナビアン,ふぇい・かなびあん,160,3100000,50,90,100,250,220,100,2200,1875,175,90,500000,250000,1,48,7,1,0,1,0,1,0,0,0,
2564,フェンリル,ふぇんりる,160,7000000,200,100,200,200,220,100,1900,2250,200,54,500000,250000,1,48,7,1,0,1,0,0,0,0,0,
2565,アルフォン,あるふぉん,150,2500000,100,100,50,50,190,100,1500,500,100,20,0,0,1,42,7,0,0,1,0,1,0,0,0,
2566,アルフォン・ジュニア,あるふぉん・じゅにあ,150,100000,100,100,50,50,170,100,250,200,80,20,0,0,1,62,7,0,0,1,0,0,0,0,0,
2567,ヒピア・スニキ(予選),ひぴあ・すにき(よせん),1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
2568,ビリー・コスルリース(予選),びりー・こするりーす(よせん),1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
2569,ウィレス(MD),うぃれす(MD),23,120,64,60,42,58,88,42,1,18,7,10,0,0,0,64,4,0,0,1,0,0,0,0,0,
2914,ブラック・カネイリー(予選),ぶらっく・かねいりー(よせん),1,12,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,
2916,ビッグベン,びっぐべん,154,81577,134,58,69,113,121,59,4945,938,125,43,83251,41625,1,42,0,0,0,0,0,1,0,0,0,
2917,ビッグベル,びっぐべる,159,132525,160,99,72,17,128,57,3385,419,168,21,84150,50574,1,60,0,0,0,1,0,1,0,0,0,
2918,タイムキーパー,たいむきーぱー,162,217504,101,60,82,91,150,77,3252,492,127,60,132940,66469,2,80,0,1,0,0,0,1,0,0,0,
2919,ネオパンク,ねおぱんく,151,62482,98,53,30,65,213,45,1856,322,99,55,37748,21374,0,24,3,0,0,1,0,1,0,0,0,
2920,アークエルダー,あーくえるだー,164,238852,100,143,94,99,121,61,2365,1031,107,41,137625,68812,2,48,6,0,0,1,0,0,0,0,0,
2921,オウルヴァイカウント,おうるヴぁいかうんと,168,297998,118,165,55,102,138,72,4039,720,127,25,164564,90281,2,88,6,1,0,1,0,1,0,0,0,
2922,オウルヴァイカウント(取巻き),おうるヴぁいかうんと(とりまき),168,297998,118,165,55,102,138,72,4039,720,127,25,0,0,2,88,6,1,0,1,0,1,0,0,0,
2923,オウルマーキス,おうるまーきす,166,202945,87,161,45,127,136,70,3963,732,113,45,72431,48215,2,68,6,1,0,1,0,1,0,0,0,
2938,魔神石,まじんせき,100,10,0,0,0,0,0,0,1,1,100,99,0,0,2,20,0,0,0,0,0,0,0,0,1,
2939,誘惑の魔神の影,ゆうわくのまじんのかげ,101,14102,88,15,88,21,55,44,468,20,35,30,2985,1433,2,47,6,0,0,1,0,0,0,0,0,
2940,猜疑の魔神の影,さいぎのまじんのかげ,102,12404,60,20,45,35,55,15,262,24,38,36,2355,1156,1,47,6,0,0,1,0,0,0,0,0,
2941,絶念の魔神の影,ぜつねんのまじんのかげ,103,13999,25,19,66,125,75,27,89,336,32,44,2663,1236,2,47,6,0,0,1,0,0,0,1,0,1805(1)/1806(1)/1807(1)/1808(1)/1810(1)
2942,魔神の巨影,まじんのきょえい,107,512388,85,25,60,100,180,95,1224,305,166,55,257400,125368,2,67,6,1,0,1,0,1,0,0,0,
2948,臆病な心,おくびょうなこころ,100,18574,81,40,64,56,18,23,834,1,85,35,9535,5112,1,69,7,0,0,1,0,0,0,1,0,
2949,抑えられない憤怒,おさえられないふんど,100,14099,1,55,66,41,27,26,100,897,84,41,8170,4151,2,67,7,0,0,1,0,0,0,0,0,1608(10)
2950,卑屈な心,ひくつなこころ,100,13520,69,37,36,10,64,5,750,1,67,27,7725,3627,1,67,7,0,0,1,0,0,0,0,0,
2951,嫉妬の炎,しっとのほのお,100,11276,91,40,60,70,79,65,974,1,93,40,5830,2413,0,63,7,0,0,1,0,0,0,0,0,
2952,孤独な夢,こどくなゆめ,100,14008,62,27,25,55,42,20,82,111,64,51,7502,3502,1,64,7,0,0,1,0,0,0,0,0,
2953,憎しみの塊,にくしみのかたまり,100,18045,87,39,58,5,62,10,1092,1,89,28,9001,4501,1,69,7,0,0,1,0,0,0,0,0,1012(5)
2954,取り戻せぬ愛,とりもどせぬあい,100,19194,84,35,60,20,45,15,806,1,95,41,9699,4927,1,69,7,0,0,1,0,0,0,0,0,1419(16)
2955,物欲の化身,ぶつよくのけしん,100,12614,56,12,19,11,30,10,1227,1,78,5,6532,3011,1,49,7,0,0,1,0,0,0,0,0,
2956,抑制した破壊衝動,よくせいしたはかいしょうどう,100,13986,121,38,40,31,45,32,932,1,125,10,7300,3679,2,29,7,0,0,1,0,0,0,0,0,
2957,隠された自尊心,かくされたじそんしん,100,19546,121,29,51,43,40,3,1066,1,111,38,9252,4612,1,49,7,0,0,1,0,0,0,0,0,
2958,羨望する影,せんぼうするかげ,100,24240,100,21,63,85,35,37,507,1,72,15,12026,6013,1,67,7,0,0,1,0,0,0,0,0,3613(1)/3614(1)/3616(1)/3617(1)/3618(1)/3619(1)
2959,呪いの根源,のろいのこんげん,130,1900000,133,59,72,55,165,44,1821,1001,144,28,333499,166500,1,62,7,1,0,1,0,1,0,0,0,2027(3)
2986,サンタスモーキー,さんたすもーきー,10,128,1,0,0,0,0,0,1,1,1,0,0,0,0,22,2,0,0,0,0,0,0,0,0,
2987,怪奇な装飾ツリー,かいきなそうしょくつりー,146,518878,44,66,88,44,144,44,2355,1444,144,44,120896,60448,2,69,6,0,0,1,0,0,0,0,0,
2988,アンソニ(MD),あんそに(MD),149,44,44,88,44,44,144,44,66,66,160,44,0,0,1,67,1,1,0,0,0,0,0,0,0,
2989,プレゼント包装担当者,ぷれぜんとほうそうたんとうしゃ,125,160731,44,66,44,22,122,44,1506,1,88,44,69099,34549,0,67,6,0,0,0,1,0,0,0,0,
2990,おもちゃ工場警備兵,おもちゃこうじょうけいびへい,140,188999,44,88,44,44,144,44,2085,1444,144,44,0,0,1,69,6,0,0,1,0,0,0,1,0,
2991,包装されたボックス,ほうそうされたぼっくす,107,80455,44,44,44,44,44,44,940,1444,44,44,34802,17401,1,67,6,0,0,0,1,0,0,0,0,
2992,工場警備員の魂,こうじょうけいびいんのたましい,114,4444,44,44,44,44,44,44,444,444,90,44,666,732,0,67,1,1,0,0,0,0,0,0,0,
2993,プレゼントがない幽霊,ぷれぜんとがないゆうれい,149,490115,133,66,66,22,122,55,2682,1666,144,44,134696,67348,0,67,6,1,0,1,0,0,0,0,0,
2994,包装されなかった人形,ほうそうされなかったにんぎょう,136,270921,44,44,44,144,88,44,1914,1444,88,44,93485,46742,0,28,6,1,0,1,0,1,0,0,0,
2995,捨てられたクマ人形,すてられたくまにんぎょう,140,224281,44,82,11,22,166,22,2085,1444,88,44,105109,52554,0,69,6,1,0,1,0,0,0,0,0,
2996,セリーヌ・キミ,せりーぬ・きみ,160,6666666,144,44,44,444,166,166,4444,4444,479,44,1891324,472831,2,28,1,1,1,1,0,1,0,0,0,
2997,キミの幻影,きみのげんえい,160,6666666,144,44,44,444,166,166,4444,4444,479,44,0,0,2,28,1,1,0,1,0,1,0,1,0,1739(3)/1740(3)
2998,モロク??,もろく??,158,1771440,87,51,45,88,106,50,1872,900,113,45,276690,102230,2,60,6,1,0,1,0,1,0,0,0,
2999,モルス・魔導士,もるす・まどうし,158,4000000,165,190,142,146,299,93,700,0,215,555,580000,195020,1,60,7,1,0,1,0,1,0,0,0,
3000,モルス・ネクロマンサー,もるす・ねくろまんさー,101,14000000,1,1,1,180,1,1,1700,1350,1,1,907500,303000,1,82,7,1,0,1,0,0,0,1,0,
3001,モルス・グール,もるす・ぐーる,158,295240,87,51,45,88,106,50,1872,900,113,45,0,0,1,60,6,1,0,1,0,1,0,0,0,
3002,モルス・オシリス,もるす・おしりす,158,442860,87,51,45,88,106,50,1872,900,113,45,0,0,1,60,6,1,0,1,0,1,0,0,0,
3003,モルス・アーチャー,もるす・あーちゃー,158,295240,87,51,45,88,106,50,1872,900,113,45,0,0,1,60,6,1,0,1,0,0,0,1,0,
3004,モルス・レイス,もるす・れいす,158,100000,87,51,45,88,106,50,90,90,13,45,0,0,2,60,6,1,0,1,0,1,0,0,0,
3005,モルス・ベリット,もるす・べりっと,158,442860,87,51,45,88,106,50,1872,900,113,45,0,0,1,60,6,1,0,1,0,1,0,0,0,
3006,モルス・ルード,もるす・るーど,158,885720,87,51,45,88,299,50,113,113,113,45,0,0,0,60,6,1,0,1,0,1,0,0,0,
3008,モルス・プランクトン,もるす・ぷらんくとん,158,295240,1,51,45,255,106,50,1,1,113,45,0,0,0,60,6,1,0,0,0,0,0,0,0,
3010,生者のオークベイビー,せいじゃのおーくべいびー,158,250000,120,85,80,60,88,50,948,215,240,50,123900,61900,0,42,7,0,0,1,0,0,0,0,0,
3011,生者の子デザートウルフ,せいじゃの子でざーとうるふ,158,232890,100,85,100,88,120,50,948,215,240,45,123900,61900,0,43,2,0,0,1,0,0,0,0,0,
3012,生者のマリンスフィアー,せいじゃのまりんすふぃあー,158,222550,86,85,75,53,100,50,948,215,240,70,123900,61900,0,41,3,0,0,0,0,0,0,0,1,
3013,生者のオークウォリアー,せいじゃのおーくうぉりあー,158,300000,150,85,150,40,122,70,948,215,240,60,136290,68200,1,42,7,0,0,1,0,1,0,0,0,
3014,生者のデザートウルフ,せいじゃのでざーとうるふ,158,292450,120,85,110,55,130,70,948,215,240,50,136290,68200,1,43,2,0,0,1,0,0,0,0,0,
3015,生者のフェン,せいじゃのふぇん,158,284110,110,85,95,70,115,70,948,215,240,100,136290,68200,1,41,5,0,0,1,0,0,0,0,0,
3016,死者のオークゾンビ,ししゃのおーくぞんび,158,375000,180,145,202,40,88,30,948,215,150,150,149919,75000,1,49,7,0,0,1,0,1,0,0,0,
3017,死者のベリット,ししゃのべりっと,158,352715,166,87,150,60,150,130,948,215,200,100,149919,75000,1,49,2,0,0,1,0,0,0,0,0,
3018,死者のメガロドン,ししゃのめがろどん,158,347413,157,80,140,90,209,84,948,215,240,300,149919,75000,1,49,5,0,0,1,0,1,0,0,0,
3020,フレイムコンドル,ふれいむこんどる,141,125114,104,72,66,10,113,52,1364,1201,71,45,7021,7481,1,43,2,0,0,0,0,0,0,0,0,
3021,フレイムサンドマン,ふれいむさんどまん,143,130501,84,36,25,55,124,35,1404,1356,122,73,7207,7734,1,63,0,0,0,1,0,0,0,0,0,
3022,フレイムフリルドラ,ふれいむふりるどら,147,141301,148,38,128,45,121,30,1511,1392,134,40,7807,8199,1,63,2,0,0,0,0,0,0,0,0,
3023,フレイムゴーレム,ふれいむごーれむ,148,180213,70,78,267,25,84,25,1478,1321,292,102,8912,9464,2,83,0,0,0,1,0,0,0,0,0,
3026,フレイムピット,ふれいむぴっと,17,10,15,8,17,0,15,0,38,12,20,3,58,43,1,83,0,0,0,1,0,0,0,0,0,
3027,フレイムバグ,ふれいむばぐ,150,234,15,8,17,0,15,0,38,12,20,3,58,47,1,43,4,0,0,0,0,0,0,0,0,
3028,ソニア,そにあ,17,20,15,8,17,0,15,0,38,12,20,3,58,43,1,22,3,0,0,0,0,0,0,0,0,
3029,死神アンク,しにがみあんく,159,11111111,200,100,200,200,220,100,3000,1000,200,70,1005000,510250,2,89,1,1,0,1,0,0,0,0,0,
